id;recipe_id;step_number;step_description
183;46;4;Ajoutez enfin les pâtes. Mélangez. Une fois cuite, servez dans les assiettes et saupoudrez de parmesan sur le dessus avant de déguster.
184;46;5;En version végétarienne, remplacez le poulet par du tofu ou du tempeh. 
185;47;1;Lavez, épluchez, coupez et videz la courge. Faites-la cuire à la vapeur jusqu'à ce qu'elle soit fondante puis mixez la chair jusqu'à obtenir une crème onctueuse. 
186;47;2;Pendant ce temps faites cuire les pâtes puis égouttez-les. Versez les ensuite dans une poêle avec les feuilles de sauge et le beurre. Faites revenir le tout sur feu doux. Ensuite enlevez les feuilles et ajoutez la crème avec le Butternut et assaisonnez selon vos goûts avec de l'ail et du sel
187;47;3;Faites griller ensuite le jambon sec sur une plaque au four à 200°C pendant 8 min. Laissez réfroidir et mettez-le sur le dessus de votre plat. 
188;47;4;Cette recette est à accompagner avec une source de protéine de votre choix végétal ou nn. 
189;48;1;Faites revenir les aiguillettes de poulet dans de l'huile d'olive ou du beurre clarifié. Une fois que celles-ci sont bien dorées réservez-les et gardez les sucs de cuisson du poulet dans la poêle. 
190;48;2;Ajoutez alors les champignons émincés et faites-les revenir de la même manière. Ensuite déglacez avec de la crème de soja et du bouillon de légumes. Mélangez puis ajoutez la moutarde.
191;48;3;Ajoutez en fin de cuisson les pâtes, mélangez et servez aussitôt.
192;48;4;Il est possible d'ajouter des légumes en plus pour équilibrer la recette. 
193;49;1;Versez dans un récipient la farine avec la bière tiède, le sel, la levure de boulanger et l'ail selon vos goûts. Mélangez la pâte jusqu'à ce qu'elle soit bien homogène puis laissez-la reposer pendant une heure dans le four éteint à l'abri des courants d'air. 
194;49;2;Coupez le poisson en morceaux et piquez-le à l'aide d'une fourchette. Trempez le dans la pâte puis versez chaque morceau dans l'huile d'arachide bouillante. Disposez ensuite les morceaux sur un essuie-tout et réalisez cette étape jusqu'à épuisement de la préparation. 
195;49;3;Épluchez les carottes, coupez leurs extrémités puis enlevez les feuilles abîmées des choux. Achetez ensuite à l'aide d'une mandoline ou d'un robot. Versez-les dans un grand faitout avec un peu de beurre clarifié. 
196;49;4;Faites cuire le tout à feu doux pendant 10 minutes et ajoutez le vinaigre de cidre. Versez les légumes dans un récipient et laissez refroidir complètement avant d'ajouter la mayonnaise. 
197;49;5;Prenez des wraps et ajoutez ensuite la salade de chou avec les beignets et dégustez aussitôt. 
198;49;6;Il est aussi possible de réaliser à la place des beignets de poulet par exemple. 
199;50;1;Coupez le Butternut en deux et faites-le cuire à la vapeur pendant 30 minutes après l'avoir lavé et épépiné. Ensuite à l'aide d'une cuillère à soupe raclez l'intérieur de la chair et versez-là dans un mixeur. 
200;50;2;Ajoutez dans celui-ci le bouillon de légumes, la crème  et mixez jusqu'à obtenir une crème homogène. Pendant ce temps faites cuire les pâtes. Versez ensuite dans une poêle les pâtes égouttées avec le Butternut mixé.
201;50;3;Assaisonnez selon vos goûts avec du sel et de l'ail. Mélangez puis versez le tout dans le Butternut vidé et assaisonné. Ajoutez ensuite par-dessus du parmesan généreusement avec des morceaux de bacon simplement grillés et dégustez aussitôt. 
202;50;4;Il est possible de faire cette recette avec du riz.
203;51;1;Faites cuire les tagliatelles et egouttez-les. Faites cuire le poulet dans une poêle avec de l'huile d'olive. Réservez. 
204;51;2;Puis versez dans une grande poêle la crème avec l'ail et le persil selon vos goûts. Ajoutez le poulet puis les pâtes. Mélangez, assaisonnez en sel et servez.
205;51;3;Il est possibile d'ajouter du fromage ou du bouillon de légume dans la sauce à la crème.
206;52;1;Faites cuire les pâtes et égouttez-les. Versez ensuite la crème avec le jus de citron et le saumon coupé en lanières. Assaisonnez avec du sel et de l'aneth. 
207;52;2;Ajoutez les pâte dans la crème et mélangez. Servez aussitôt.
208;52;3;Il est possible de remplacer le saumon par de la truite. 
209;53;1;Coupez la viande en morceaux puis épluchez et coupez l'oignon rouge en quartiers. Coupez le poivron également en morceaux. Versez dans un récipient ces ingrédients avec la moutarde et le miel. Mélangez puis laissez mariner la préparation pendant 12 h minimum. Ensuite monter vos brochettes et faites-les cuire sur un grill.
210;53;2;Coupez les abricots en deux puis faites-les cuire sur un grill avec seulement du miel pour les faire rôtir des deux côtés. Servez ensuite ces brochettes avec la salade, les tomates cerises, l'huile d'olive et les abricots rôtis au miel avec un peu d'amandes grossièrement hachées et dégustez aussitôt.
211;53;3; Dans la même idée les brochettes peuvent bien sûr être réalisé avec d'autres types de viande et de légumes.
212;54;1;Versez dans un mixeur les flocons d'avoine avec le curry, le paprika et le curcuma selon vos goûts. Mixez rapidement de telle façon à obtenir encore de la texture et non de la poudre. 
213;54;2;Ensuite fouettez dans un récipient un œuf et couper la boule de mozzarella en morceaux. Avec une fourchette prenez les morceaux de mozzarella et trempez-les dans l'œuf puis dans la préparation à l'avoine aux épices. 
214;54;3;"Ensuite faites cuire rapidement dans la ""poêle grill"" recto-verso jusqu'à ce que ce soit doré."
215;54;4;Vous verrez que la mozza ne va pas fondre de suite et former des sortes de galettes, qu'il vous suffira de disposer sur une salade.
216;55;1;Dans un récipient versez la moutarde avec le jus de citron, le sel selon vos goûts, l'huile d'olive et les feuilles de basilic et de sauge coupées finement à l'aide d'un ciseau. 
217;55;2;Mélangez puis ajoutez directement dedans le poulet coupé en morceaux avec les oignons épluchés et coupés grossièremen. Faites de même pour les poivrons et courgettes. Mélangez puis laissez la préparation mariner pendant 12 à 24 heures. 
218;55;3;Montez vos brochettes et faites-les cuire aussitôt.
219;55;4;Cette recette et bien sûr à réaliser en fonction de la saison.
220;56;1;Dans un plat à gratin, ajoutez les tomates cerises, les gousses d'ail épluchées, les citron coupés en quartiers et l'huile d'olive, les herbes de provence et un peu de sel. Enfournez à 210°C pendant 15 min. Ensuitez écrasez les tomates et gousses, puis enfournez de nouveau pendant 15 min.
221;56;2;Pendant ce temps, faites trempez les tagliatelles pendant 10 min dans de l'eau froide, puis faites-les cuire 5 min dans de l'eau bouillante salée. Égouttez. Prélevez un peu d'eau de cuisson.
222;56;3;Décortiquez les crevettes, faites-les revenir dans un faitout avec un peu d'huile d'olive et les légumes rôtis. Mélangez puis ajoutez les pâtes cuites avec un peu d'eau de cuisson. Mélangez sur feu doux et servez aussitôt.
223;56;4;Il est également possible d'ajouter un peu de crème ou de ricotta afin de lier davantage les ingrédients entre eux et d'avoir une préparation encore plus gourmande.
224;57;1;Coupez la base de vos asperges et faites-les cuire à la vapeur pendant 12 minutes pile. Pendant ce temps faites cuire vos pâtes dans de l'eau bouillante salée. Prelevez 1 petite tasse d'eau de cuisson. 
225;57;2;Égouttez-les. Épluchez et émincez finement l'oignon rouge et faites le revenir dans un faitout avec de l'huile d'olive et des herbes de Provence. Ajoutez ensuite les pâtes et versez de nouveau un peu d'eau de cuisson est salée. L'amidon contenue dans l'eau va ainsi servir de liant et les oignons vont plus envelopper les pâtes.
226;57;3;Versez les pâtes dans un plat de service et gardez les sucs de cuisson. Ajoutez alors les lambeaux de jambon sec et les asperges grillées, mélangez et faites les cuire juste quelques minutes pour qu'elles s'imprègnent des saveurs de l'oignon.Versez dans le plat de service et dégsutez aussitôt.
227;57;4;Comme d'habitude cette recette peut être réalisée avec d'autres sources de protéines et légumes selon vos goûts et la saison.
228;58;1;Disposez vos morceaux de saumon dans un moule à gratin et ajoutez généreusement sur le dessus les différents épices selon vos goûts. Enfourner ensuite à 180°C entre 15 et 20 minutes. Personnellement j'ai choisi la fonction grill et chaleur tournante.
229;58;2;Pendant ce temps réalisez la sauce. Pour cela versez dans un grand faitout le mascarpone, l'eau et le jus de citron. 
230;58;3;Une fois que le mascarpone est bien fondu, ajoutez l'ail épluché et presseé, les tomates confites et le basilic haché à l'aide d'un ciseau. Assaisonnez ensuite avec du sel et laissez mijoter quelques minutes.
231;58;4;Servez ensuite le saumon avec un peu de sauce, du riz et quelques câpres.
232;58;5;S'il vous reste trop de sauce ce qui risque d'être le cas, vous pouvez-vous servir de cette sauce pour accompagner vos pâtes par exemple.
233;59;1;Emiettez la viande de bœuf et versez-là dans un récipient avec l'huile d'olive, l'ail et le basilic frais grossièrement haché. Mélangez à la main et réalisez vos boulettes. Faites-les cuire dans une poêle avec un peu d'huile d'olive. 
234;59;2; N'ajoutez pas plus de matière grasse car la viande va rejeter sa graisse. Pendant ce temps, versez dans un faitout la pulpe de tomate avec le sucre et le basilic et les 4 épices selon vos goûts.
235;59;3;Laissez mijoter quelques minutes pour que l'eau de végétation des tomates s'évapore un peu. Servez ensuite vos boulettes de bœuf avec la sauce tomate et accompagnez avec du riz. Saupoudrez de parmesan et des câpres et dégustez aussitôt.
236;59;4;Comme d'habitude, adaptez cette recette selon vos goûts en changeant d'accompagnement ou le contenu des boulettes de viande.
237;60;1;Lavez épluchez les pommes de terre. Faites-les cuire à la vapeur jusqu'à ce qu'elles soient fondantes. Versez dans une assiette creuse les différents épices selon vos goûts et trempez-les morceaux de poulet dedans avant de les faire cuire sur une poêle/grill avec un peu d'huile d'olive. 
238;60;2;Ensuite coupez les champignons en lamelles et faites les revenir dans une poêle avec un peu d'huile d'olive. Une fois que ceux-ci sont cuits, ajoutez la crème et laissez infuser celle-ci. Assaisonnez avec un peu de sel.
239;60;3;Versez vos pommes de terre dans un mixeur et mixez les rapidement afin que la purée ne soit pas trop élastique. Assaisonnez ensuite selon vos goûts avec un peu de beurre clarifié et du sel.
240;60;4; Servez ensuite dans les assiettes la purée de pommes de terre avec la crème de champignons et le poulet grillé. Ajoutez ici et là quelques asperges cuites et servez aussitôt.
241;60;5; Il est toujours possible d'adapter cette recette et de remplacer le poulet par des protéines végétales de votre choix comme du tofu, du tempeh ou les protéines de soja.
242;61;1;Versez dans un récipient le coulis de tomates avec la ricotta, le parmesan et le sucre complet. Mélangez la préparation jusqu'à ce qu'elle soit homogène. 
243;61;2;Assaisonnez ensuite selon vos goûts avec du sel, des herbes de Provence et de l'ail. Ne lésinez pas sur celui-ci car il va vraiment donner du goût.
244;61;3;Lavez et coupez la courgette en fines lamelles. Huilé un moule à gratin et disposez ensuite une couche de lamelles de courgettes et une couche de préparation à la ricotta et ainsi de suite jusqu'à épuisement de la préparation. 
245;61;4;Saupoudrez généreusement de parmesan Rapé et enfournez à 200°C pendant 40 minutes.
246;61;5;Si les lasagnes deviennent trop colorées en cours de cuisson, ajoutez par-dessus du papier sulfurisé ou du papier d'aluminium et continuez la cuisson.
247;62;1;Avec un appareil à spaghettis, réalisez vos spaghettis de courgettes. Réserver. Ajoutez ensuite dans une poêle avec un peu d'huile d'olive, les morceaux de bacon et faites-les griller. Réservez. Ajoutez dans la même poêle avec les sucs de cuisson, la crème de soja et le parmesan. 
248;62;2;Faites fondre le tout jusqu'à obtenir une crème bien homogène. Réserver. Ajoutez ensuite les spaghettis dans cette même poêle et faites-les chauffer 2 min. Versez-les dans un grand récipient avec le jaune d'eouf. Mélangez.
249;62;3;Servez enfin les spagehettis avec la crème de parmesan et le bacon.
250;62;4;Comme d'habitude il est possible d'adapter cette recette. Prenez ainsi les exemples de substitutions que je vous ai mis à côté des ingrédients et adaptez cette recette selon vos goûts.
251;63;1;Versez dans un récipient les œufs avec l'huile d'olive, le sel, le bouillon de légumes et la levure. Mélangez la préparation jusqu'à ce qu'elle soit homogène puis ajoutez le lait et la farine. 
252;63;2;Mélangez puis versez les poireaux lavés, finement coupés et déjà cuits. Mélangez puis versez la préparation dans une poêle avec de l'huile d'olive au fur et à mesure pour réaliser des galettes. Lorsque la galette se décolle retournez-là et ainsi de suite. 
253;63;3;Servez avec du fromage frais, du saumon, du jus de citron et des éclats de noix
254;63;4;Il est également possible de réaliser ces galettes avec du chou-fleur, du chou romanesco ou des oignons rouges à la place des poireaux. 
255;64;1; Versez dans un récipient la farine avec l'eau, les œufs, le sel et l'huile d'olive. Mélangez et pétrissez la pâte jusqu'à ce qu'elle soit souple et homogène. Film là-haut contact avec un film alimentaire et mettez-la au frais.
256;64;2;Dans une grande casserole versez de l'eau avec les morceaux de poulet, ajoutez du bouillon et des feuilles de laurier. Laissez cuire jusqu'à ce que le poulet soit cuit à cœur. Égouttez-le et effilochez-le à l'aide de deux fourchettes. Versez le poulet effiloché dans un récipient avec le fromage frais, les champignons coupés revenus à la poêle. Assaisonnez avec un peu de bouillon si necessaire.
257;64;3;Couper et faites cuire les champignons, versez-les dans le mixeur avec la crème de soja et le bouillon de légumes en poudre. Mixez jusqu'à obtenir une sauce homogène.
